,ein,ID.org,name,city,DOS ID,Current Entity Name,date,processed_name,match_rate,good_match
4817,222542960.0,RR6979,AMERICAN BALLROOM,NEW YORK,219.0,"AMERICAN BALLROOM DANCE CO., INC.",2/8/02,AMERICAN BALLROOM,0.772727273,1.0
4918,260231555.0,RR7107,CORONA COMMUNITY ACTION NETWORK,,4960.0,THE CORONA COMMUNITY ACTION NETWORK CORP.,5/22/07,CORONA COMMUNITY ACTION NETWORK,1.0,1.0
4625,112419184.0,RR4522,PARENTS FOR TORAH FOR ALL CHILDREN,BROOKLYN,3639.0,PARENTS FOR TORAH FOR ALL CHILDREN (P'TACH),12/6/76,PARENTS FOR TORAH FOR ALL CHILDREN,0.906666667,1.0
4622,,RR4516,HOUSING MATTERS OF NY C ORPORATION,,2394.0,HOUSING MATTERS OF NEW YORK CORPORATION,4/10/01,HOUSING MATTERS OF NY C ORPORATION,0.7540983609999999,1.0
4443,134043241.0,RR3985,FREEDOM COMMUNITY RESOURCE CENTER,,1931.0,"FREEDOM COMMUNITY RESOURCE CENTER, INC.",3/30/99,FREEDOM COMMUNITY RESOURCE CENTER,1.0,1.0
4445,134051235.0,RR3987,FILM FLEADH FOUNDATION,,1815.0,"FILM FLEADH FOUNDATION, INC.",2/16/99,FILM FLEADH FOUNDATION,1.0,1.0
4446,134185508.0,RR3988,FULL CIRCLE LIFE ENRICHMENT CE NTER,,2023.0,"FULL CIRCLE LIFE ENRICHMENT CENTER, INC.",8/19/02,FULL CIRCLE LIFE ENRICHMENT CE NTER,0.985507246,1.0
4451,112396900.0,RR4008,200 CENTRAL AVENUE DAY CARE,,31.0,"200 CENTRAL AVENUE DAY CARE CENTER, INC.",4/27/77,200 CENTRAL AVENUE DAY CARE,0.8852459020000001,1.0
4452,112396900.0,RR4008,200 CENTRAL AVENUE DCC,,31.0,"200 CENTRAL AVENUE DAY CARE CENTER, INC.",4/27/77,200 CENTRAL AVENUE DAY CARE,0.8852459020000001,1.0
4454,10627174.0,RR4010,ECUADORIAN INTERNATIONAL CENTER,,1623.0,"ECUADORIAN INTERNATIONAL CENTER, INC.",1/4/02,ECUADORIAN INTERNATIONAL CENTER,1.0,1.0
4455,320048308.0,RR4011,STATEN ISLAND YOUTH SOCCER LEAGUE,,4496.0,"STATEN ISLAND YOUTH SOCCER LEAGUE, INC.",12/21/83,STATEN ISLAND YOUTH SOCCER LEAGUE,1.0,1.0
4457,141974920.0,RR4023,OUT OF BOX THEATER,,3601.0,OUT OF THE BOX THEATRE COMPANY INC.,8/24/06,OUT OF BOX THEATER,0.85,1.0
4459,134006535.0,RR4029,YOUTH MINISTRIES FOR PEACE AND JUSTICE,,6185.0,"YOUTH MINISTRIES FOR PEACE AND JUSTICE, INC.",4/27/98,YOUTH MINISTRIES FOR PEACE AND JUSTICE,1.0,1.0
4462,237129582.0,RR4043,UNITED COMMUNITY DAY CARE,BROOKLYN,5799.0,"UNITED COMMUNITY DAY CARE CENTER, INC.",8/26/71,UNITED COMMUNITY DAY CARE,0.8771929820000001,1.0
4463,320039696.0,RR4044,NEW HEIGHTS NEIGHBORHOOD CENTER,,3302.0,"NEW HEIGHTS NEIGHBORHOOD CENTER, INC.",10/24/02,NEW HEIGHTS NEIGHBORHOOD CENTER,1.0,1.0
4466,113159675.0,RR4048,UNITED PUGLIESI SOCIETIES OF T HE METROPOLITAN AREA,,5592.0,"THE UNITED PUGLIESI SOCIETIES OF THE METROPOLITAN AREA, INC.",6/2/93,UNITED PUGLIESI SOCIETIES OF T HE METROPOLITAN AREA,0.948453608,1.0
4468,112876688.0,RR4054,CENTER FOR WOMEN OF NY,KEW GARDENS,922.0,CENTER FOR THE WOMEN OF NEW YORK,3/1/90,CENTER FOR WOMEN OF NY,0.88,1.0
4474,112412215.0,RR4077,GODS BATTALION OF PRAYER CHURCH,BROOKLYN,2101.0,"GOD'S BATTALION OF PRAYER PROPERTIES, INC.",3/8/00,GODS BATTALION OF PRAYER CHURCH,0.7761194029999999,1.0
4476,132672980.0,RR4079,PLEASANT AVENUE DAY CARE,NEW YORK,3735.0,"PLEASANT AVENUE DAY CARE CENTER, INC.",10/29/70,PLEASANT AVENUE DAY CARE,0.872727273,1.0
4477,50607283.0,RR4080,RIDGEWOOD OLDER ADULT CENTER AND SERVICES,,4036.0,"RIDGEWOOD OLDER ADULT CENTER & SERVICES, INC.",2/20/04,RIDGEWOOD OLDER ADULT CENTER AND SERVICES,0.9487179490000001,1.0
4479,,RR4082,TREMONT MONTERY DAY CARE,,5711.0,"TREMONT-MONTEREY DAY CARE CENTER, INC.",9/14/78,TREMONT MONTERY DAY CARE,0.857142857,1.0
4480,861074714.0,RR4083,WILLIAM A EPPS COMMUNITY CENTER,,5619.0,"THE WILLIAM A. EPPS COMMUNITY CENTER, INC.",11/19/97,WILLIAM A EPPS COMMUNITY CENTER,1.0,1.0
4483,562625535.0,RR4086,CW MIXON SENIOR OUTREACH CENTER,,1453.0,C.W. MIXON SENIOR OUTREACH CENTER INC.,10/11/07,CW MIXON SENIOR OUTREACH CENTER,0.9841269840000001,1.0
4484,202500807.0,RR4087,TED MEYERSTEIN BASEBALL LEAGUE,,4671.0,"TED MEYERSTEIN BASEBALL LEAGUE, INC.",3/14/05,TED MEYERSTEIN BASEBALL LEAGUE,1.0,1.0
4485,203042280.0,RR4088,REACH FOR STARS LEARNING CENTER,,1993.0,FRIENDS OF REACH FOR THE STARS LEARNING CENTER CORP.,2/17/05,REACH FOR STARS LEARNING CENTER,0.849315068,1.0
4486,61637748.0,RR4089,KITTY KARETAKERS OF QUEENS,,2716.0,"KITTY KARETAKERS OF QUEENS, LTD.",5/1/02,KITTY KARETAKERS OF QUEENS,0.9285714290000001,1.0
4488,113462888.0,RR4091,HIGHLAND PARK COMMUNITY DEVELOPMENT,,2328.0,HIGHLAND PARK COMMUNITY DEVELOPMENT CORPORATION,5/26/98,HIGHLAND PARK COMMUNITY DEVELOPMENT,1.0,1.0
4491,131740001.0,RR4109,ANNA LEFKOWITZ DAY CARE,BRONX,285.0,"ANNA LEFKOWITZ DAY CARE CENTER, INC.",7/25/44,ANNA LEFKOWITZ DAY CARE,0.867924528,1.0
4494,132678925.0,RR4112,THROGGS NECK CHILD CARE,BRONX,5651.0,"THROGGS NECK CHILD CARE CENTER, INC.",1/24/94,THROGGS NECK CHILD CARE,0.867924528,1.0
4497,,RR4116,CLARK SCHOOL FOR DEAF CLARKE SCHOOLNEW YORK,,4928.0,THE CLARKE SCHOOL FOR THE DEAF,4/14/00,CLARK SCHOOL FOR DEAF CLARKE SCHOOLNEW YORK,0.646153846,1.0
4500,113092899.0,RR4123,CHRISTIAN LEARNING CENTER DAY CARE,BROOKLYN,1047.0,"CHRISTIAN LEARNING CENTER DAY CARE, INC.",5/29/91,CHRISTIAN LEARNING CENTER DAY CARE,1.0,1.0
4501,133421433.0,RR4124,MILBANK HOUSING DEVELOPEM,NEW YORK,3075.0,MILBANK HOUSING DEVELOPMENT FUND CORPORATION,3/30/87,MILBANK HOUSING DEVELOPEM,0.842105263,1.0
4502,,RR4125,SONS OF REVOLUTION IN STATE OF NY,,4354.0,"SONS OF THE REVOLUTION IN THE STATE OF NEW YORK, INC.",05/03/1884,SONS OF REVOLUTION IN STATE OF NY,0.916666667,1.0
4441,222882549.0,RR3983,CITY YEAR NY,,1130.0,"CITY YEAR, INC.",10/8/02,CITY YEAR NY,0.857142857,1.0
4439,113177019.0,RR3966,KOREAN AMERICAN ASSOCIATION OF FLUSHING,FLUSHING,2724.0,"KOREAN-AMERICAN ASSOCIATION OF FLUSHING, INC.",8/21/84,KOREAN AMERICAN ASSOCIATION OF FLUSHING,1.0,1.0
4438,133490745.0,RR3962,JEWISH COMMUNITY CENTER IN MANHATTAN,NEW YORK,5189.0,"THE JEWISH COMMUNITY CENTER IN MANHATTAN, INC.",7/26/88,JEWISH COMMUNITY CENTER IN MANHATTAN,1.0,1.0
4437,133887707.0,RR3961,HOUSING OPTIONS AND GERIATRIC ASSOCIATION RESOURCES,BRONX,2395.0,"HOUSING OPTIONS AND GERIATRIC ASSOCIATION RESOURCES, INC.",3/29/96,HOUSING OPTIONS AND GERIATRIC ASSOCIATION RESOURCES,1.0,1.0
4375,112547268.0,RR3773,BRIC ARTS MEDIA BROOKLYN,BROOKLYN,625.0,"BRIC ARTS | MEDIA | BKLYN, INC.",11/26/79,BRIC ARTS MEDIA BROOKLYN,0.933333333,1.0
4376,113410211.0,RR3774,BELLA ITALIA MIA,MASPETH,504.0,"BELLA ITALIA MIA, INC.",12/4/97,BELLA ITALIA MIA,1.0,1.0
4377,131635300.0,RR3775,JEWISH CENTER OF,NEW YORK,2626.0,JEWISH CENTER OF ULYANOVSK INC.,3/15/10,JEWISH CENTER OF,0.761904762,1.0
4379,112248164.0,RR3777,ALONZO A DAUGHTRY MEMOR DAY CARE CENTER,BROOKLYN,189.0,"ALONZO A. DAUGHTRY MEMORIAL DAY CARE CENTER, INC.",2/3/76,ALONZO A DAUGHTRY MEMOR DAY CARE CENTER,0.962962963,1.0
4380,,RR3784,ERICSON PALACE AARP 5174,,1717.0,"ERICSON PLACE CHAPTER #5174 OF AARP, INC.",10/24/97,ERICSON PALACE AARP 5174,0.7241379309999999,1.0
4381,133443781.0,RR3789,CARIBBEAN AMERICAN CENTER OF NY,BROOKLYN,845.0,CARIBBEAN AMERICAN CENTER OF NEW YORK INC.,7/13/88,CARIBBEAN AMERICAN CENTER OF NY,0.9117647059999999,1.0
4383,131974582.0,RR3798,ASSOCIATION FOR METROAREA AUTISTIC CHILDREN,NEW YORK,372.0,"ASSOCIATION FOR METROAREA AUTISTIC CHILDREN, INC.",3/1/62,ASSOCIATION FOR METROAREA AUTISTIC CHILDREN,1.0,1.0
4386,113005001.0,RR3810,CHINESE AMERICAN PARENTS ASSOCIATION,FLUSHING,1028.0,"CHINESE AMERICAN PARENTS' ASSOCIATION, INC.",1/29/90,CHINESE AMERICAN PARENTS ASSOCIATION,1.0,1.0
4387,136145280.0,RR3811,DYSAUTONOMIA FOUNDATION,NEW YORK,1561.0,"DYSAUTONOMIA FOUNDATION, INC.",8/5/54,DYSAUTONOMIA FOUNDATION,1.0,1.0
4388,237361016.0,RR3812,MURRAY HILL NEIGHBORHOOD ASSOCIATION,NEW YORK,3164.0,"MURRAY HILL NEIGHBORHOOD ASSOCIATION, INC.",10/9/98,MURRAY HILL NEIGHBORHOOD ASSOCIATION,1.0,1.0
4389,133910567.0,RR3816,LEGAL INFORMATION FOR FAMILIES TODAY,NEW YORK,2813.0,LEGAL INFORMATION FOR FAMILIES TODAY,9/11/96,LEGAL INFORMATION FOR FAMILIES TODAY,1.0,1.0
4390,113027538.0,RR3818,IFETAYO CULTURAL ARTS ACADEMY,BROOKLYN,2437.0,"IFETAYO CULTURAL ARTS ACADEMY, INC.",7/9/90,IFETAYO CULTURAL ARTS ACADEMY,1.0,1.0
4392,132939069.0,RR3822,STATEN ISLAND ICE HOCKEY ASSOCIATION,,4473.0,STATEN ISLAND ICE HOCKEY ASSOCIATION INC.,9/8/77,STATEN ISLAND ICE HOCKEY ASSOCIATION,1.0,1.0
4395,743037774.0,RR3832,KIWANIS CLUB OF BRIGHTON STATEN ISLND NY FOUNDATION,,2717.0,"KIWANIS CLUB OF BRIGHTON, STATEN ISLAND, NEW YORK, FOUNDATION INC.",2/27/02,KIWANIS CLUB OF BRIGHTON STATEN ISLND NY FOUNDATION,0.935779817,1.0
4503,522168628.0,RR4133,KIDS CHOICE DAY CARE,,2695.0,KIDS CHOICE DAY CARE INC.,12/1/99,KIDS CHOICE DAY CARE,1.0,1.0
4396,113173201.0,RR3834,EDUCATIONAL CENTER OF NEW AMER ICANS,FOREST HILLS,1632.0,"EDUCATIONAL CENTER FOR NEW AMERICANS, INC.",6/3/93,EDUCATIONAL CENTER OF NEW AMER ICANS,0.944444444,1.0
4400,10596502.0,RR3853,BED STUYS PROJECT REGENERATION,,496.0,"BED STUY'S PROJECT RE-GENERATION, INC.",1/17/02,BED STUYS PROJECT REGENERATION,0.967741935,1.0
4403,200069773.0,RR3856,SERVING THOSE WHO SERVE,,4266.0,"SERVING THOSE WHO SERVE, INC.",2/13/03,SERVING THOSE WHO SERVE,1.0,1.0
4406,131623850.0,RR3868,KIPS BAY BOYS AND GIRLS CLUB,BRONX,2713.0,"KIPS BAY BOYS' AND GIRLS' CLUB, INC.",2/21/22,KIPS BAY BOYS AND GIRLS CLUB,1.0,1.0
4411,113260405.0,RR3884,SHMIRA CIVILIAN VOLUNTEER PATROL OF BORO PARK,BROOKLYN,4288.0,"SHMIRA CIVILIAN VOLUNTEER PATROL OF BORO PARK, INC.",4/11/95,SHMIRA CIVILIAN VOLUNTEER PATROL OF BORO PARK,1.0,1.0
4412,112490531.0,RR3887,UNITED PUERTO RICAN ORGANIZATIONS OF SUNSET PARK UPROSE,BROOKLYN,5824.0,"UNITED PUERTO RICAN ORGANIZATION OF SUNSET PARK-BAY RIDGE, INC.",8/4/66,UNITED PUERTO RICAN ORGANIZATIONS OF SUNSET PARK UPROSE,0.892857143,1.0
4419,131635264.0,RR3910,EVANGELICAL LUTHERAN CHURCH OF ADVENT,,5014.0,THE EVANGELICAL LUTHERAN CHURCH,4/6/49,EVANGELICAL LUTHERAN CHURCH OF ADVENT,0.84375,1.0
4420,,RR3912,AMERICAN INDIAN ARTISTS AMERINDA,,240.0,"AMERICAN INDIAN ARTISTS (AMERINDA), INC.",8/11/87,AMERICAN INDIAN ARTISTS AMERINDA,1.0,1.0
4422,134027383.0,RR3926,CENTRO CIVICO Y CULTURAL AGUAD,,950.0,"CENTRO CIVICO Y CULTURAL AGUADILLANO, INC.",4/8/59,CENTRO CIVICO Y CULTURAL AGUAD,0.9090909090000001,1.0
4425,,RR3930,HALLET COVE CHILD DEVELOPMENT,,2203.0,"HALLET COVE CHILD DEVELOPMENT CENTER, INC.",3/20/78,HALLET COVE CHILD DEVELOPMENT,0.892307692,1.0
4426,43707153.0,RR3931,RISE UP AND WALK YOUTH OUTREACH CENTER,,4043.0,"RISE UP & WALK YOUTH OUTREACH CENTER, INC.",6/26/03,RISE UP AND WALK YOUTH OUTREACH CENTER,0.944444444,1.0
4427,133249305.0,RR3932,TREMONT COMMUNITY COUNCIAL H A,BRONX,5707.0,TREMONT COMMUNITY COUNCIL INC.,5/30/74,TREMONT COMMUNITY COUNCIAL H A,0.9090909090000001,1.0
4428,30583790.0,RR3935,KING OF KINGS FOUNDATION,,2701.0,KING OF KINGS FOUNDATION,9/25/06,KING OF KINGS FOUNDATION,1.0,1.0
4431,134009930.0,RR3944,ASOCIACION TEPEYAC DE NY,,360.0,"ASOCIACION TEPEYAC DE NEW YORK, INC.",4/15/98,ASOCIACION TEPEYAC DE NY,0.8888888890000001,1.0
4436,,RR3957,JEWISH HOME AND HOSPITAL BRONX DIV HARRYANDJEANETTE WEINBERG CAMPUS,,2641.0,"JEWISH HOME LIFECARE, HARRY AND JEANETTE WEINBERG CAMPUS, BRONX",10/8/68,JEWISH HOME AND HOSPITAL BRONX DIV HARRYANDJEANETTE WEINBERG CAMPUS,0.734375,1.0
4397,133742893.0,RR3838,CABRINI CENTER FOR NURSING AND,,796.0,CABRINI CENTER FOR NURSING AND REHABILITATION,7/20/93,CABRINI CENTER FOR NURSING AND,0.8,1.0
4504,680602829.0,RR4134,ONE STOP RICHMOND HILL COMMUNITY CENTER,,3552.0,"ONE STOP RICHMOND HILL COMMUNITY CENTER, INC.",3/2/05,ONE STOP RICHMOND HILL COMMUNITY CENTER,1.0,1.0
4505,900147560.0,RR4137,RIDGEWOOD GLENDALE MIDDLE VILLAGE MASPETH LITTLE LEAGUE,,4034.0,"RIDGEWOOD-GLENDALE LITTLE LEAGUE, INC.",3/31/59,RIDGEWOOD GLENDALE MIDDLE VILLAGE MASPETH LITTLE LEAGUE,0.7356321840000001,1.0
4506,113080634.0,RR4139,EAST NY COUNCIL FOR AGING,BROOKLYN,1601.0,"EAST NEW YORK COUNCIL FOR THE AGING, INC.",6/29/81,EAST NY COUNCIL FOR AGING,0.892857143,1.0
4563,,RR4329,LOCUST GROVE CIVIC ASSOCIAITON OF QUEENS,,2878.0,"LOCUST GROVE CIVIC ASSOCIATION OF QUEENS COUNTY, INC.",6/6/41,LOCUST GROVE CIVIC ASSOCIAITON OF QUEENS,0.896551724,1.0
4564,954502444.0,RR4330,NY CENTER FOR CHILDREN,NEW YORK,5368.0,THE NEW YORK CENTER FOR CHILDREN,4/1/99,NY CENTER FOR CHILDREN,0.88,1.0
4568,,RR4337,CAMBRIA HEIGHTS CIVIC ASSOCIATION COMMUNITY CARE,,811.0,CAMBRIA HEIGHTS CIVIC ASSOCIATION INC.,1/17/41,CAMBRIA HEIGHTS CIVIC ASSOCIATION COMMUNITY CARE,0.814814815,1.0
4575,132727406.0,RR4356,AFROAMERICAN PARENTS DAY,QUEENS,125.0,AFRO-AMERICAN DAY INC.,11/26/58,AFROAMERICAN PARENTS DAY,0.780487805,1.0
4576,112489195.0,RR4359,JAMAICA CENTER IMPROVEMENT,JAMAICA,2593.0,"JAMAICA CENTER IMPROVEMENT ASSOCIATION, INC.",9/15/77,JAMAICA CENTER IMPROVEMENT,0.8125,1.0
4580,743158439.0,RR4368,SPRING CREEK SENIOR PARTNERS,,4423.0,"SPRING CREEK SENIOR PARTNERS, INC.",3/17/06,SPRING CREEK SENIOR PARTNERS,1.0,1.0
4581,371443165.0,RR4369,NEW BRONX CHAMBER OF COMMERCE,,5341.0,"THE NEW BRONX CHAMBER OF COMMERCE, INC.",8/8/02,NEW BRONX CHAMBER OF COMMERCE,1.0,1.0
4585,131656634.0,RR4386,AMERICAN JEWISH JOINT DISTRIBU,NEW YORK,4729.0,"THE AMERICAN JEWISH JOINT DISTRIBUTION COMMITTEE, INC.",3/17/31,AMERICAN JEWISH JOINT DISTRIBU,0.810810811,1.0
4586,113476645.0,RR4390,SPECIAL CARE FOR FAMILIES AND CHILDRENS SERVICES,,4407.0,"SPECIAL CARE FOR FAMILIES AND CHILDREN'S SERVICES, INC.",2/19/99,SPECIAL CARE FOR FAMILIES AND CHILDRENS SERVICES,0.9896907220000001,1.0
4587,133275504.0,RR4392,CONCERNED HOME MANAGERS FOR ELDERLY,NEW YORK,1290.0,"CONCERNED HOME MANAGERS FOR THE ELDERLY, INC.",4/16/85,CONCERNED HOME MANAGERS FOR ELDERLY,1.0,1.0
4589,112218994.0,RR4395,JAMAICA NAACP DCC,JAMAICA,2603.0,"JAMAICA NAACP DAY CARE CENTER, INC.",12/27/68,JAMAICA NAACP DCC,0.739130435,1.0
4591,133004730.0,RR4413,UNION SQUARE PARTNERSHIP,NEW YORK,5779.0,"UNION SQUARE PARTNERSHIP, INC.",3/12/79,UNION SQUARE PARTNERSHIP,1.0,1.0
4592,134024627.0,RR4414,WORKING IN SUPPORT OF EDUCATION,,6087.0,"WORKING IN SUPPORT OF EDUCATION, INC.",12/9/98,WORKING IN SUPPORT OF EDUCATION,1.0,1.0
4593,202147756.0,RR4415,FAMILIES ON MOVE OF NEW YO RK CITY,,1756.0,"FAMILIES ON THE MOVE OF NEW YORK CITY, INC.",6/23/05,FAMILIES ON MOVE OF NEW YO RK CITY,0.985074627,1.0
4560,131635308.0,RR4323,YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF WASHINGTON HEIGHTS AND INWOOD,NEW YORK,6166.0,"YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION OF WASHINGTON HEIGHTS AND INWOOD, INC.",1/3/17,YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF WASHINGTON HEIGHTS AND INWOOD,0.9875,1.0
4594,550830257.0,RR4417,NY KIDS THEATRICAL ALLIANCE,,5377.0,"THE NEW YORK KIDS THEATRICAL ALLIANCE, INC.",7/1/03,NY KIDS THEATRICAL ALLIANCE,0.9,1.0
4597,371499234.0,RR4428,GREENWICH VILLAGE BLOCK ASSOCIATION,,2166.0,"GREENWICH VILLAGE BLOCK ASSOCIATIONS, INC.",10/28/04,GREENWICH VILLAGE BLOCK ASSOCIATION,0.9859154929999999,1.0
4598,112288235.0,RR4431,HAWTHORNE CORNERS DAY,BROOKLYN,2273.0,"HAWTHORNE CORNERS DAY CARE CENTER, INC.",12/11/80,HAWTHORNE CORNERS DAY,0.7777777779999999,1.0
4599,141889791.0,RR4432,QUEENS CIVIC CONGRESS FOUNDATION,,3884.0,QUEENS CIVIC CONGRESS FOUNDATION,4/11/03,QUEENS CIVIC CONGRESS FOUNDATION,1.0,1.0
4600,,RR4433,THROGGS NECK COMMUNITY SERVICE S,,5657.0,"THROGS NECK COMMUNITY SERVICES, INC.",2/7/08,THROGGS NECK COMMUNITY SERVICE S,0.967741935,1.0
4601,132968079.0,RR4437,HT DANCE INCCHEN DANCE CENTER,NEW YORK,2404.0,"H.T. DANCE COMPANY, INC./CHEN DANCE CENTER",3/1/78,HT DANCE INCCHEN DANCE CENTER,0.966666667,1.0
4602,133472877.0,RR4442,CHILDREN CIRCLE PLANNING,BRONX,1008.0,CHILDREN'S CIRCLE PLANNING CORPORATION,7/9/69,CHILDREN CIRCLE PLANNING,0.96,1.0
4607,,RR4466,BEDFORD HARRISON DAY,,488.0,"BEDFORD-HARRISON DAY CARE CENTER, INC.",3/30/01,BEDFORD HARRISON DAY,0.7692307690000001,1.0
4608,311677845.0,RR4467,ALLERTON PELHAM PARKWAY MOBILE COMMUNITY PATROL,,172.0,"ALLERTON-PELHAM PARKWAY MOBILE COMMUNITY PATROL, INC.",4/16/99,ALLERTON PELHAM PARKWAY MOBILE COMMUNITY PATROL,1.0,1.0
4611,133163183.0,RR4474,NATIONAL ASSOCIATION OF EACH ONE TEACH ONE,LINCOLNTON,3207.0,"NATIONAL ASSOCIATION OF EACH ONE TEACH ONE, INC.",6/2/82,NATIONAL ASSOCIATION OF EACH ONE TEACH ONE,1.0,1.0
4615,,RR4496,HERMANOS FRATERNOS DE LOIZA ALDEA,,2323.0,"HERMANOS FRATERNOS DE LOIZA ALDEA, INC.",9/24/73,HERMANOS FRATERNOS DE LOIZA ALDEA,1.0,1.0
4616,,RR4501,LA PENINSULA COMMUNITY,,2761.0,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",4/18/00,LA PENINSULA COMMUNITY,0.771929825,1.0
4617,134040377.0,RR4502,DRESS FOR SUCCESS WORLDWIDE,,1546.0,DRESS FOR SUCCESS WORLDWIDE,12/21/98,DRESS FOR SUCCESS WORLDWIDE,1.0,1.0
4619,,RR4507,ST MATTHEWS ST TIMOTHYS NEIGHBORHOOD CENTER,,4558.0,ST. MATTHEW'S & ST. TIMOTHY'S HOUSING CORPORATION,9/21/82,ST MATTHEWS ST TIMOTHYS NEIGHBORHOOD CENTER,0.7105263159999999,1.0
4621,113468902.0,RR4515,CBC SUPPORT SERVICES,,888.0,CBC SUPPORT SERVICES CORPORATION,9/8/98,CBC SUPPORT SERVICES,1.0,1.0
4596,133556132.0,RR4426,COMMUNITY HEALTH ACTION OF STATEN ISLAND,STATEN ISLAND,1243.0,"COMMUNITY HEALTH ACTION OF STATEN ISLAND, INC.",4/24/90,COMMUNITY HEALTH ACTION OF STATEN ISLAND,1.0,1.0
4623,133545233.0,RR4518,BRONX COMMUNITY CABLE PROGRAMMING,BRONX,654.0,BRONX COMMUNITY CABLE PROGRAMMING CORPORATION,4/5/88,BRONX COMMUNITY CABLE PROGRAMMING,1.0,1.0
4558,133144715.0,RR4316,CATHEDRAL PARKWAY TOWERS PRESCHOOL,NEW YORK,872.0,"CATHEDRAL PARKWAY TOWERS PRE-SCHOOL, INC.",10/27/82,CATHEDRAL PARKWAY TOWERS PRESCHOOL,0.985507246,1.0
4552,133389470.0,RR4294,UPPER MANHATTAN HEALTH CENTER,NEW YORK,5865.0,"UPPER MANHATTAN MENTAL HEALTH CENTER, INC.",10/24/86,UPPER MANHATTAN HEALTH CENTER,0.892307692,1.0
4509,,RR4152,HOME ATTENDANT VENDOR,,2364.0,"HOME ATTENDANT VENDOR AGENCY, INC.",12/13/79,HOME ATTENDANT VENDOR,0.857142857,1.0
4510,113448950.0,RR4153,DOROTHY BENNETT MERCY CENTER,,1527.0,"DOROTHY BENNETT MERCY CENTER, INC.",2/11/98,DOROTHY BENNETT MERCY CENTER,1.0,1.0
4511,132781763.0,RR4159,LOWER WEST SIDE HOUSEHOLD,NEW YORK,2908.0,LOWER WEST SIDE HOUSEHOLD SERVICE CORPORATION,8/23/74,LOWER WEST SIDE HOUSEHOLD,0.8620689659999999,1.0
4512,112748580.0,RR4160,YESHIVA AND MESIVTA TORAH,BROOKLYN,6139.0,YESHIVA U'MESIVTA OHR TORAH INC.,3/2/00,YESHIVA AND MESIVTA TORAH,0.846153846,1.0
4513,134089544.0,RR4161,CHILD WELFARE ORGANIZING PROJECT,,1017.0,"CHILD WELFARE ORGANIZING PROJECT, INC.",8/13/97,CHILD WELFARE ORGANIZING PROJECT,1.0,1.0
4515,,RR4168,ROMAN CATHOLIC CHURCH OF SACRED HEARTS JESUS AND MARY,,4112.0,ROMAN CATHOLIC CHURCH OF THE SACRED HEARTS OF JESUS AND MARY,05/13/1887,ROMAN CATHOLIC CHURCH OF SACRED HEARTS JESUS AND MARY,0.9724770640000001,1.0
4517,132842393.0,RR4192,LEXINGTON CHILDRENS,NEW YORK,2826.0,"LEXINGTON CHILDREN'S CENTER, INC.",1/30/13,LEXINGTON CHILDRENS,0.826086957,1.0
4518,133948379.0,RR4194,KEEP RISING TO TOP,BROOKLYN,2671.0,"KEEP RISING TO THE TOP (K.R.3.T'S), INC.",12/27/95,KEEP RISING TO TOP,0.7826086959999999,1.0
4519,135669201.0,RR4195,PUBLIC HEALTH SOLUTIONS,NEW YORK,3853.0,PUBLIC HEALTH SOLUTIONS,11/6/57,PUBLIC HEALTH SOLUTIONS,1.0,1.0
4520,133743340.0,RR4196,VILLAGE ALLIANCE DISTRICT MANAGEMENT ASSOCIATION,NEW YORK,5923.0,VILLAGE ALLIANCE DISTRICT MANAGEMENT ASSOCIATION INC.,10/1/93,VILLAGE ALLIANCE DISTRICT MANAGEMENT ASSOCIATION,1.0,1.0
4522,43534407.0,RR4198,YEAR UP,,6113.0,"YEAR UP, INC.",5/17/06,YEAR UP,1.0,1.0
4523,133927797.0,RR4204,AUDUBON PARTNERSHIP FOR ECONOMIC DEVELOPMENT LDC,NEW YORK,416.0,AUDUBON PARTNERSHIP FOR ECONOMIC DEVELOPMENT LOCAL DEVELOPMENT CORPORATION,12/10/96,AUDUBON PARTNERSHIP FOR ECONOMIC DEVELOPMENT LDC,0.854545455,1.0
4525,136193105.0,RR4211,CROHNS AND COLITIS FOUNDATION OF AMERICA,NEW YORK,1423.0,"CROHN'S & COLITIS FOUNDATION OF AMERICA, INC.",12/17/65,CROHNS AND COLITIS FOUNDATION OF AMERICA,0.935064935,1.0
4527,134168543.0,RR4218,GRANDPARENTS ADVOCACY PROJECT,,2122.0,"GRANDPARENTS ADVOCACY PROJECT, INC.",8/10/00,GRANDPARENTS ADVOCACY PROJECT,1.0,1.0
4557,,RR4315,COALITION AGAINST LINCOLN WEST COAL FOR A LIVABLE WEST SIDE,,1161.0,"COALITION AGAINST LINCOLN WEST, INC.",1/4/83,COALITION AGAINST LINCOLN WEST COAL FOR A LIVABLE WEST SIDE,0.674157303,1.0
4528,202336717.0,RR4230,IMAGINE FOUNDATION,,2445.0,"IMAGINE FOUNDATION, INC.",2/11/05,IMAGINE FOUNDATION,1.0,1.0
4533,223433831.0,RR4254,DAMIEN FAMILY CARE CENTERS,JAMAICA,1459.0,"DAMIAN FAMILY CARE CENTERS, INC.",2/29/96,DAMIEN FAMILY CARE CENTERS,0.961538462,1.0
